school;region;klados ;deksiothta;importance;Επάρκεια;Αναντισττοιχία
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χρήση διαφορετικών διαύλων επικοινωνίας;8,86;7,86;1
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Οργάνωση επιχειρηματικών εγγράφων;8,86;7,29;1,57
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χειρισμός αλληλογραφίας;8,83;7;1,83
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Καταχώριση εγγράφων;8,71;7,43;1,28
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Ψηφιοποίηση εγγράφων;8,67;8,33;0,34
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χρήση λογισμικού για τη διατήρηση δεδομένων;8,67;7,5;1,17
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;7,75;7;0,75
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Παραγγελίες προμηθειών;7,33;6,83;0,5
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Έκδοση τιμολογίων πώλησης;7,14;6,14;1
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Συντήρηση συστημάτων ελέγχου αποθεμάτων;7;6,25;0,75
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Παρακολούθηση ύψους αποθεμάτων;7;5,67;1,33
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;6,75;6;0,75
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Διαχείριση καταλόγου απογραφής αποθήκης;6,75;6;0,75
ΓΕΛ;Δυτική Ελλάδα;Διοικητικές και υποστηρικτικές δραστηριότητες;Έλεγχος δαπανών;6,67;5,83;0,84
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Παρακολούθηση ύψους αποθεμάτων;10;8,67;1,33
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Κατοχή ψηφιακών δεξιοτήτων;9,67;9;0,67
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Συντήρηση συστημάτων ελέγχου αποθεμάτων;9,5;9;0,5
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;9,5;9;0,5
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χρήση συστημάτων γραφείου;9,33;8,67;0,66
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Σύνταξη εταιρικών μηνυμάτων ηλεκτρονικού ταχυδρομείου;9,33;9;0,33
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Καταχώριση εγγράφων;9,33;9;0,33
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Επικοινωνία με πελάτες;9,33;8,67;0,66
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Εντοπισμός αναγκών πελάτη;9,33;8,67;0,66
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Διαχείριση παραπόνων πελατών;9,33;8,67;0,66
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Ψηφιοποίηση εγγράφων;9;9;0
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χρήση λογισμικού για τη διατήρηση δεδομένων;9;8;1
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;9;8,5;0,5
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Οργάνωση επιχειρηματικών εγγράφων;9;8,67;0,33
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Διαχείριση καταλόγου απογραφής αποθήκης;9;8,5;0,5
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χρήση διαφορετικών διαύλων επικοινωνίας;8,67;8;0,67
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Χειρισμός αλληλογραφίας;8,67;8,33;0,34
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Διασφάλιση ορθής διαχείρισης εγγράφων;8,67;8;0,67
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Παραγγελίες προμηθειών;8,33;8;0,33
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Έλεγχος δαπανών;8;7;1
ΓΕΛ;Δυτική Ελλάδα;Δραστηριότητες σχετικές με την ανθρώπινη υγεία και την κοινωνική μέριμνα;Έκδοση τιμολογίων πώλησης;6;5,67;0,33
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Ψηφιοποίηση εγγράφων;10;9;1
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Χρήση συστημάτων γραφείου;10;8,5;1,5
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Χρήση λογισμικού για τη διατήρηση δεδομένων;10;9;1
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Χρήση διαφορετικών διαύλων επικοινωνίας;10;8,6;1,4
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Σύνταξη εταιρικών μηνυμάτων ηλεκτρονικού ταχυδρομείου;10;8,75;1,25
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Παρακολούθηση ύψους αποθεμάτων;10;8;2
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Καταχώριση εγγράφων;10;9;1
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Επικοινωνία με πελάτες;10;8,8;1,2
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Εντοπισμός αναγκών πελάτη;10;8,6;1,4
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Διασφάλιση ορθής διαχείρισης εγγράφων;10;8,67;1,33
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Κατοχή ψηφιακών δεξιοτήτων;9,75;9,25;0,5
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Διαχείριση παραπόνων πελατών;9,6;8,6;1
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Οργάνωση επιχειρηματικών εγγράφων;9,5;8,75;0,75
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Χειρισμός αλληλογραφίας;9,25;7;2,25
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Παραγγελίες προμηθειών;9;7,6;1,4
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Έκδοση τιμολογίων πώλησης;9;5,5;3,5
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Έλεγχος δαπανών;8,33;6,67;1,66
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Συντήρηση συστημάτων ελέγχου αποθεμάτων;7;5,5;1,5
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;6,5;6;0,5
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;6;5;1
ΓΕΛ;Δυτική Ελλάδα;Εκπαίδευση;Διαχείριση καταλόγου απογραφής αποθήκης;2;2;0
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Χρήση συστημάτων γραφείου;9,8;8;1,8
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Κατοχή ψηφιακών δεξιοτήτων;9,71;9,33;0,38
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Διαχείριση παραπόνων πελατών;9,71;9;0,71
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Εντοπισμός αναγκών πελάτη;9,57;8,83;0,74
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Σύνταξη εταιρικών μηνυμάτων ηλεκτρονικού ταχυδρομείου;9,33;8;1,33
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Χρήση διαφορετικών διαύλων επικοινωνίας;9,17;9,2;-0,03
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Επικοινωνία με πελάτες;9,14;8,67;0,47
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Χρήση λογισμικού για τη διατήρηση δεδομένων;9;8,6;0,4
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Ψηφιοποίηση εγγράφων;8,83;9,4;-0,57
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Χειρισμός αλληλογραφίας;8,83;9;-0,17
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Παραγγελίες προμηθειών;8,71;8,5;0,21
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Διασφάλιση ορθής διαχείρισης εγγράφων;8,67;8,4;0,27
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Παρακολούθηση ύψους αποθεμάτων;8,57;7,67;0,9
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Έκδοση τιμολογίων πώλησης;8,57;8,33;0,24
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Έλεγχος δαπανών;8,5;7,4;1,1
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Εποπτεία του ελέγχου ποιότητας αποθεμάτων;8,29;7,33;0,96
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Χειρισμός συστημάτων καταγραφής προϊόντων αποθήκης;8;7,5;0,5
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Οργάνωση επιχειρηματικών εγγράφων;8;7,8;0,2
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Καταχώριση εγγράφων;8;8;0
ΓΕΛ;Δυτική Ελλάδα;Ενημέρωση και επικοινωνία;Διαχείριση καταλόγου απογραφής αποθήκης;8;7,17;0,83
